alcohol,citric acid,sulphates,chlorides,Total_Acidity,pH,Bounded_Sulfur_Dioxide,OUTPUT_LABEL
11.9,0.36,0.4,0.034,7.55,3.25,147.0,1
9.1,0.51,0.51,0.047,8.245000000000001,3.09,117.0,0
11.0,0.37,0.5,0.034,6.91,3.25,54.0,1
10.2,0.27,0.4,0.055,6.33,3.16,60.0,0
12.8,0.34,0.38,0.022000000000000002,6.02,3.22,63.0,1
11.0,0.2,0.53,0.031,6.33,3.41,110.0,0
9.4,0.24,0.54,0.064,6.97,3.32,97.0,0
10.3,0.35,0.77,0.038,7.6000000000000005,3.49,86.0,1
12.3,0.32,0.26,0.031,6.34,3.25,93.0,1
11.0,0.26,0.6,0.047,6.4,3.48,77.0,1
11.7,0.38,0.46,0.031,5.609999999999999,3.34,87.0,0
11.5,0.38,0.32,0.043,8.120000000000001,3.12,106.0,1
10.4,0.12,0.48,0.05,6.699999999999999,3.42,65.0,0
11.5,0.37,0.37,0.027999999999999997,9.110000000000001,3.2,73.0,0
11.5,0.31,0.6,0.027000000000000003,6.96,3.26,57.0,1
10.6,0.28,0.42,0.031,7.25,3.06,95.0,0
11.3,0.24,0.64,0.045,6.83,3.15,102.0,1
11.2,0.45,0.49,0.027000000000000003,5.44,3.55,107.0,1
10.9,0.31,0.65,0.046,7.01,3.07,81.0,1
10.5,0.37,0.44,0.051,6.42,3.49,187.0,0
11.0,0.29,0.63,0.045,5.62,3.76,83.0,1
11.4,0.31,0.69,0.035,6.79,3.27,55.0,1
11.1,0.45,0.33,0.022000000000000002,9.08,3.01,35.0,1
11.0,0.49,0.32,0.034,7.52,2.99,105.0,1
10.9,0.47,0.42,0.037000000000000005,8.6,3.21,103.0,0
11.2,0.34,0.46,0.045,7.34,3.16,126.0,0
12.5,0.21,0.45,0.027000000000000003,5.489999999999999,3.5,57.0,0
10.9,0.28,0.45,0.039,6.88,3.11,86.0,1
11.6,0.42,0.38,0.036000000000000004,6.5,3.13,100.0,0
10.3,0.33,0.48,0.048,8.34,3.16,95.0,0
9.0,0.12,0.35,0.05,7.48,2.86,63.0,0
11.0,0.18,0.4,0.031,6.06,3.42,74.0,1
12.9,0.26,0.56,0.03,6.4,3.08,63.0,1
9.5,0.56,0.68,0.044000000000000004,10.92,2.87,144.0,0
10.7,0.23,0.41,0.028999999999999998,7.97,3.37,89.0,1
8.7,0.73,0.88,0.044000000000000004,9.01,2.96,164.0,0
12.2,0.32,0.74,0.040999999999999995,8.33,2.92,149.0,0
13.0,0.39,0.38,0.032,6.890000000000001,3.31,57.0,1
10.3,0.34,0.56,0.059000000000000004,7.01,3.33,164.0,0
11.2,0.28,0.27,0.045,5.8500000000000005,3.22,94.0,0
12.0,0.35,0.39,0.034,7.84,3.16,114.0,1
10.5,0.49,0.59,0.043,8.76,3.13,54.0,0
10.7,0.28,0.44,0.044000000000000004,5.88,3.35,106.0,1
9.3,0.56,0.49,0.053,6.859999999999999,3.11,109.0,0
10.8,0.3,0.54,0.038,8.620000000000001,3.13,77.0,1
10.3,0.48,0.41,0.057,8.46,3.15,67.0,0
9.9,0.24,0.41,0.057,7.71,3.2,122.0,0
9.6,0.32,0.67,0.039,7.16,3.3,114.0,0
12.4,0.29,0.38,0.026000000000000002,9.084999999999999,3.01,82.0,0
9.3,0.12,0.5,0.054000000000000006,6.5200000000000005,3.16,91.0,0
9.0,0.38,0.44,0.057999999999999996,7.430000000000001,3.09,139.0,0
12.0,0.58,0.6,0.034,5.779999999999999,3.51,100.0,1
11.8,0.33,0.31,0.027000000000000003,7.12,3.11,51.0,0
12.8,0.29,0.36,0.037000000000000005,6.59,3.17,108.0,1
11.8,0.4,0.3,0.031,6.319999999999999,3.03,86.0,1
12.0,0.49,0.34,0.035,8.63,3.04,73.0,0
12.8,0.34,0.45,0.04,7.92,3.14,74.0,1
11.5,0.23,0.28,0.034,5.06,3.46,88.0,1
11.3,0.28,0.54,0.038,6.24,3.3,73.0,1
9.6,0.51,0.52,0.05,7.3,3.07,128.0,1
12.8,0.49,0.67,0.044000000000000004,7.909999999999999,3.08,104.0,1
12.2,0.21,0.48,0.037000000000000005,5.01,3.66,95.0,1
10.7,0.31,0.64,0.046,6.930000000000001,3.33,66.0,1
9.2,0.37,0.42,0.048,7.6000000000000005,3.03,147.0,0
12.1,0.29,0.4,0.031,7.36,3.12,83.0,1
9.0,0.58,0.51,0.044000000000000004,6.46,3.15,73.0,0
12.7,0.42,0.51,0.044000000000000004,7.869999999999999,3.31,81.0,0
10.8,0.07,0.28,0.03,6.8500000000000005,2.97,121.0,0
11.7,0.28,0.38,0.03,6.01,3.31,64.0,1
13.5,0.37,0.43,0.040999999999999995,7.54,3.07,93.0,1
9.1,0.3,0.49,0.053,7.590000000000001,3.14,180.5,1
9.8,0.16,0.49,0.048,7.67,3.09,111.0,0
12.6,0.49,0.44,0.038,7.51,3.32,108.0,1
12.2,0.29,0.43,0.036000000000000004,7.32,3.38,109.0,0
8.8,0.66,0.5,0.046,6.34,3.14,138.0,0
10.4,0.22,0.49,0.048,7.21,3.34,130.0,0
12.6,0.31,0.6,0.027000000000000003,6.89,3.24,57.0,1
11.4,0.28,0.46,0.027999999999999997,6.84,3.34,93.0,0
9.3,0.27,0.59,0.061,7.390000000000001,2.99,103.0,0
9.3,0.42,0.34,0.067,7.515000000000001,3.19,107.0,0
10.0,0.22,0.58,0.04,6.5600000000000005,3.49,108.0,0
9.6,0.47,0.28,0.037000000000000005,10.47,2.89,28.0,0
13.4,0.31,0.29,0.02,6.64,3.22,50.0,1
11.45,0.29,0.39,0.046,7.74,3.04,50.0,0
9.2,0.22,0.5,0.05,6.859999999999999,3.06,116.0,0
10.6,0.3,0.39,0.036000000000000004,6.21,3.18,80.0,0
10.6,0.28,0.43,0.038,6.13,3.59,133.5,1
9.1,0.31,0.54,0.051,7.04,3.06,126.0,0
12.4,0.36,0.31,0.031,5.51,3.14,99.0,1
9.5,0.19,0.41,0.048,5.784999999999999,3.26,74.0,0
9.9,0.34,0.61,0.045,7.555000000000001,3.18,140.5,1
11.0,0.31,0.52,0.043,6.27,3.28,116.0,0
9.5,0.25,0.52,0.048,7.505,3.36,47.0,0
10.8,0.49,0.44,0.048,6.545,3.56,110.0,0
10.7,0.32,0.54,0.04,7.12,3.34,88.0,1
11.6,0.4,0.95,0.040999999999999995,5.81,3.22,66.0,1
12.2,0.26,0.3,0.034,7.0600000000000005,2.99,84.0,1
9.2,0.34,0.52,0.052000000000000005,7.78,3.11,124.0,0
10.0,0.23,0.54,0.051,7.47,3.36,205.0,0
9.6,0.29,0.47,0.044000000000000004,7.94,3.06,155.0,1
12.2,0.36,0.31,0.042,7.03,2.97,82.0,1
9.9,0.15,0.48,0.043,5.44,3.24,102.0,0
12.0,1.0,0.5,0.032,8.13,3.29,122.0,0
12.0,0.32,0.46,0.048,7.1499999999999995,3.28,68.0,1
10.6,0.2,0.43,0.032,6.51,2.91,82.0,0
11.5,0.4,0.62,0.037000000000000005,7.57,3.05,127.0,0
10.9,0.26,0.37,0.03,5.79,3.25,64.0,1
12.3,0.27,0.59,0.034,8.1,3.21,68.0,1
9.5,0.74,0.54,0.044000000000000004,6.76,3.18,156.0,0
10.5,0.37,0.58,0.031,6.26,3.4,60.0,0
12.0,0.31,0.31,0.036000000000000004,7.31,2.98,95.0,1
10.2,0.28,0.64,0.034,7.31,3.35,88.0,0
9.4,0.24,0.49,0.158,7.01,3.17,97.0,0
12.4,0.45,0.6,0.028999999999999998,6.5200000000000005,3.25,57.0,0
8.7,0.4,0.5,0.048,7.08,2.93,119.0,0
9.2,0.49,0.43,0.046,7.96,3.01,134.0,0
9.1,0.34,0.53,0.067,7.359999999999999,3.07,154.0,1
10.4,0.24,0.38,0.121,7.47,3.17,130.0,1
10.0,0.4,0.76,0.036000000000000004,7.75,3.14,88.0,0
8.9,0.24,0.45,0.047,6.28,3.1,69.0,0
12.6,0.27,0.6,0.027000000000000003,7.32,3.15,85.0,1
9.0,0.42,0.4,0.051,6.15,3.02,136.0,0
12.8,0.29,0.65,0.025,7.32,3.15,89.0,1
11.0,0.38,0.3,0.044000000000000004,6.62,2.97,92.0,1
13.0,0.29,0.35,0.032,7.71,2.96,48.0,1
12.1,0.33,0.43,0.032,6.32,3.1,68.0,1
12.8,0.29,0.39,0.040999999999999995,6.26,3.22,107.0,1
9.2,0.82,0.42,0.149,7.430000000000001,2.93,39.0,0
10.9,0.31,0.38,0.028999999999999998,7.68,3.03,107.0,0
11.1,0.44,0.34,0.027000000000000003,7.46,3.02,101.0,1
10.3,0.36,0.46,0.049,7.779999999999999,3.6,85.0,0
12.7,0.34,0.39,0.032,7.4,3.16,102.0,1
9.1,0.28,0.5,0.055,6.75,3.42,151.0,1
12.8,0.24,0.59,0.025,7.46,3.34,70.0,0
10.9,0.3,0.69,0.033,6.140000000000001,3.39,64.0,1
13.9,0.28,0.29,0.038,6.04,3.1,36.0,1
11.9,0.26,0.81,0.033,6.34,3.19,73.0,1
12.5,0.3,0.63,0.036000000000000004,6.83,3.25,54.0,1
11.9,0.36,0.4,0.034,7.55,3.25,147.0,1
9.1,0.22,0.5,0.061,6.6049999999999995,3.08,115.0,0
12.0,0.4,0.53,0.032,7.01,3.18,81.0,1
9.1,0.31,0.52,0.043,7.090000000000001,2.93,129.0,1
9.8,0.29,0.38,0.039,7.12,3.19,57.0,1
11.6,0.29,0.41,0.038,6.78,3.32,81.0,1
12.9,0.34,0.45,0.04,6.97,3.24,73.0,0
10.8,0.4,0.38,0.045,7.44,2.88,75.0,0
12.2,0.37,0.45,0.026000000000000002,7.05,3.14,64.0,0
9.3,0.32,0.5,0.047,7.79,3.1,161.0,1
9.3,0.31,0.38,0.138,6.859999999999999,3.2,127.0,0
12.9,0.32,0.33,0.042,6.7299999999999995,3.28,88.0,1
10.9,0.28,0.45,0.039,6.9799999999999995,3.11,84.0,1
10.3,0.3,0.45,0.053,7.7,3.12,118.0,0
11.4,0.52,0.53,0.043,7.869999999999999,3.02,124.0,0
12.8,0.74,0.52,0.033,8.1,3.29,123.0,0
10.8,0.36,0.54,0.035,6.99,3.15,66.0,1
12.89333333,0.24,0.44,0.035,7.11,3.12,82.0,1
9.0,0.28,0.39,0.051,7.15,2.96,120.0,1
11.3,0.28,0.34,0.03,4.97,3.38,89.0,1
10.8,0.34,0.62,0.039,7.15,3.32,156.0,0
12.6,0.27,0.61,0.03,7.01,3.16,113.0,1
11.3,0.24,0.43,0.031,8.14,3.12,126.0,1
13.5,0.4,0.45,0.033,7.46,3.2,92.0,1
9.7,0.34,0.47,0.055999999999999994,9.23,3.13,157.0,0
11.1,0.25,0.44,0.057,6.5600000000000005,3.23,104.0,1
9.2,0.31,0.5,0.045,7.590000000000001,3.1,154.0,0
12.4,0.49,0.38,0.033,8.05,3.14,144.0,1
12.2,0.31,0.58,0.031,7.32,3.38,77.0,1
12.6,0.32,0.31,0.032,5.27,3.45,120.0,1
10.4,0.6,0.59,0.037000000000000005,7.090000000000001,2.92,116.0,0
9.0,0.24,0.47,0.09300000000000001,7.71,3.41,162.0,0
10.5,0.4,0.35,0.046,8.7,3.0,75.0,0
10.5,0.27,0.37,0.037000000000000005,7.3,3.04,86.0,1
12.6,0.3,0.63,0.028999999999999998,7.12,3.33,65.0,1
12.6,0.15,0.59,0.028999999999999998,7.57,3.3,60.0,1
12.9,0.34,0.45,0.04,6.99,3.25,67.0,0
12.9,0.39,0.64,0.031,6.180000000000001,3.08,100.0,1
11.6,0.34,0.46,0.049,7.2,3.25,124.0,1
10.8,0.28,0.56,0.047,8.77,3.1,112.0,0
9.9,0.74,0.46,0.038,7.0,3.21,122.0,0
9.2,0.39,0.47,0.052000000000000005,6.74,3.11,104.0,0
9.7,0.39,0.3,0.064,7.57,3.29,160.0,0
11.7,0.33,0.44,0.035,7.6000000000000005,3.17,99.0,1
9.4,0.33,0.52,0.043,7.3100000000000005,3.2,124.0,0
11.0,0.27,0.39,0.022000000000000002,5.43,3.36,85.0,1
10.3,0.39,0.53,0.044000000000000004,6.4399999999999995,3.26,90.0,0
11.0,0.41,0.59,0.048,6.29,3.09,94.0,1
11.4,0.28,0.57,0.042,7.3,3.2,156.0,0
9.4,0.3,0.48,0.036000000000000004,6.16,3.58,76.0,0
12.4,0.35,0.32,0.038,7.260000000000001,3.0,88.0,1
10.7,0.0,0.5,0.033,7.36,3.15,43.0,0
10.5,0.32,0.44,0.047,7.45,3.26,105.0,0
8.5,0.46,0.76,0.042,7.9799999999999995,3.24,102.0,1
10.6,0.49,0.48,0.051,8.08,3.18,121.0,0
12.5,0.35,0.44,0.028999999999999998,5.62,3.29,61.0,1
10.4,0.25,0.56,0.038,7.76,3.45,100.0,0
9.2,0.25,0.42,0.046,6.73,3.15,95.0,0
12.1,0.25,0.34,0.03,7.43,3.22,101.0,1
11.0,0.36,0.42,0.043,7.26,3.16,69.0,1
12.0,0.31,0.82,0.031,7.01,3.36,131.0,1
8.8,0.27,0.41,0.057,7.49,2.94,110.0,1
13.0,0.22,0.79,0.023,6.61,3.04,51.0,1
8.8,0.26,0.39,0.084,7.76,3.17,106.0,0
11.6,0.35,0.29,0.044000000000000004,7.489999999999999,3.17,46.0,0
9.1,0.3,0.49,0.053,7.590000000000001,3.14,163.5,1
8.9,0.58,0.41,0.036000000000000004,8.07,3.06,117.0,0
12.0,0.31,0.31,0.036000000000000004,7.31,2.98,95.0,1
10.4,0.34,0.63,0.046,6.26,3.29,23.0,0
9.4,0.27,0.69,0.04,6.78,3.19,135.0,0
10.9,0.28,0.45,0.039,6.88,3.11,86.0,1
11.0,0.49,0.38,0.037000000000000005,7.590000000000001,3.2,95.0,1
9.5,0.24,0.5,0.055999999999999994,7.44,3.05,142.0,0
10.1,0.74,0.68,0.046,6.58,3.58,114.0,0
12.0,0.24,0.51,0.03,7.890000000000001,3.13,119.0,1
9.4,0.24,0.62,0.048,7.32,3.23,197.0,0
11.0,0.35,0.4,0.039,6.630000000000001,3.18,104.0,1
10.0,0.3,0.52,0.048,6.88,3.29,211.0,0
12.6,0.24,0.34,0.039,7.16,3.27,100.0,1
12.3,0.38,0.36,0.027000000000000003,6.74,3.24,59.0,0
11.5,0.38,0.52,0.047,7.805,3.22,65.0,1
8.8,0.17,0.48,0.06,6.62,3.13,139.0,0
9.5,0.36,0.95,0.036000000000000004,7.08,3.27,77.0,1
8.7,0.27,0.43,0.05,7.5600000000000005,2.9,110.0,1
10.5,0.29,0.6,0.042,7.58,3.54,67.0,1
9.7,0.31,0.48,0.05,7.05,3.22,133.0,0
10.4,0.34,0.41,0.043,9.469999999999999,3.04,179.0,0
13.2,0.36,0.34,0.031,6.76,3.23,66.0,1
13.6,0.26,0.47,0.035,6.38,3.18,73.0,1
11.4,0.29,0.41,0.046,6.16,3.24,82.0,0
12.8,0.34,0.33,0.037000000000000005,6.08,3.36,101.0,1
10.9,0.32,0.55,0.027999999999999997,6.62,3.13,68.0,1
9.2,0.35,0.47,0.042,6.630000000000001,3.23,86.0,0
12.4,0.33,0.58,0.036000000000000004,5.92,3.26,73.0,0
10.3,0.3,0.45,0.057999999999999996,6.7299999999999995,3.51,84.0,0
11.6,0.37,0.59,0.027999999999999997,6.92,3.29,78.0,1
9.1,0.33,0.44,0.049,7.56,3.06,153.5,1
10.8,0.25,0.5,0.034,6.42,3.47,99.0,1
9.0,0.12,0.32,0.033,6.82,3.22,130.0,0
10.2,0.28,0.42,0.042,6.77,3.15,116.0,0
9.7,0.19,0.52,0.051,7.359999999999999,3.16,134.0,0
9.4,0.48,0.47,0.055999999999999994,7.05,3.04,132.0,0
12.9,0.31,0.34,0.018000000000000002,7.52,3.06,35.0,1
11.0,0.36,0.33,0.036000000000000004,7.77,3.03,119.0,0
8.7,0.27,0.43,0.05,7.5600000000000005,2.9,110.0,1
8.8,0.27,0.41,0.057,7.49,2.94,110.0,1
11.0,0.25,0.68,0.046,6.56,2.97,122.0,0
9.1,0.3,0.49,0.053,7.590000000000001,3.14,180.5,1
11.7,0.37,0.4,0.031,6.409999999999999,3.42,100.0,1
10.6,0.31,0.32,0.038,8.57,3.1,103.0,1
9.8,0.29,0.38,0.039,7.12,3.19,57.0,1
12.6,0.28,0.38,0.035,7.05,3.12,84.0,1
10.1,0.31,0.5,0.043,7.96,3.42,108.0,0
12.4,0.24,0.42,0.036000000000000004,6.42,3.29,86.0,1
10.8,0.36,0.37,0.083,7.24,3.33,123.0,0
12.5,0.43,0.59,0.03,7.08,3.08,80.0,1
11.3,0.3,0.59,0.042,6.94,3.04,74.0,1
11.4,0.38,0.73,0.044000000000000004,6.430000000000001,3.3,101.0,0
10.6,0.42,0.41,0.036000000000000004,7.58,3.4,154.0,1
11.9,0.32,0.59,0.027999999999999997,6.72,3.27,56.0,1
10.7,0.29,0.55,0.035,6.505000000000001,3.17,96.0,1
11.3,0.49,0.55,0.042,7.65,3.13,121.0,0
12.5,0.49,0.46,0.031,7.82,3.07,65.0,0
10.9,0.46,0.49,0.036000000000000004,6.84,3.37,77.0,0
11.1,0.32,0.37,0.019,6.99,3.25,134.0,1
12.8,0.34,0.53,0.044000000000000004,7.6,3.36,74.0,1
12.5,0.21,0.42,0.032,5.78,3.42,62.0,0
11.3,0.33,0.58,0.035,7.15,3.02,123.0,0
10.5,0.34,0.45,0.046,8.07,3.05,127.0,0
11.0,0.42,0.46,0.05,7.470000000000001,2.94,100.0,0
11.0,0.35,0.54,0.054000000000000006,6.9799999999999995,3.1,90.0,1
9.1,0.39,0.78,0.051,7.279999999999999,3.35,108.0,0
9.4,0.27,0.5,0.03,5.135000000000001,3.07,84.0,0
11.9,0.49,0.33,0.039,8.64,3.03,62.0,1
9.0,0.28,0.39,0.051,7.15,2.96,120.0,1
9.5,0.49,0.38,0.04,5.99,3.34,74.0,1
9.1,0.49,0.36,0.057999999999999996,7.49,3.42,84.0,1
11.73333333,0.41,0.64,0.036000000000000004,6.24,3.04,76.0,0
11.33333333,0.27,0.76,0.035,6.63,3.21,44.0,0
9.5,0.72,0.57,0.061,6.83,3.09,144.0,0
10.0,0.29,0.55,0.044000000000000004,6.55,3.36,188.0,0
9.2,0.44,0.51,0.057,6.45,3.14,128.0,0
11.4,0.23,0.85,0.040999999999999995,7.140000000000001,3.1,77.0,0
10.4,0.24,0.61,0.039,6.895,3.35,111.0,1
11.4,0.42,0.62,0.075,7.17,3.32,52.0,0
9.8,0.16,0.49,0.048,7.67,3.09,111.0,0
10.0,0.36,0.54,0.047,8.24,3.2,112.0,0
11.94,0.22,0.39,0.035,6.71,3.2,94.0,1
10.8,0.3,0.56,0.036000000000000004,6.35,3.34,65.0,1
8.8,0.44,0.75,0.053,8.27,3.28,102.0,1
10.0,0.49,0.54,0.032,9.94,2.85,15.0,0
10.0,0.24,0.56,0.044000000000000004,7.369999999999999,3.04,70.0,1
11.2,0.29,0.51,0.023,5.83,3.25,70.0,0
10.2,0.36,0.64,0.055,7.3999999999999995,3.49,189.5,0
9.6,0.41,0.51,0.046,7.19,3.12,119.0,0
13.4,0.24,0.38,0.04,7.55,2.94,63.0,1
10.0,0.47,0.75,0.052000000000000005,5.69,3.29,98.0,0
10.1,0.3,0.5,0.040999999999999995,6.81,3.07,110.0,0
9.6,0.5,0.51,0.053,6.66,3.2,151.0,0
12.0,0.32,0.35,0.044000000000000004,7.28,3.38,116.0,1
9.5,0.3,0.46,0.047,7.52,3.33,165.0,0
9.8,0.33,0.45,0.038,5.62,3.25,108.0,0
12.9,0.4,0.6,0.032,8.510000000000002,3.02,75.0,1
12.7,0.36,0.53,0.051,7.83,3.32,100.0,0
9.2,0.49,0.48,0.048,5.95,3.19,77.0,0
10.2,0.31,0.59,0.045,6.71,3.02,106.0,0
12.5,0.28,0.44,0.043,6.359999999999999,3.14,74.0,0
11.1,0.33,0.49,0.037000000000000005,5.92,3.25,70.0,0
11.5,0.45,0.49,0.027999999999999997,5.82,3.51,166.0,1
10.4,0.4,0.47,0.038,7.5200000000000005,3.2,109.0,0
9.2,0.28,0.29,0.04,8.040000000000001,3.27,86.0,0
9.2,0.18,0.54,0.045,6.5,3.09,102.0,0
9.0,0.28,0.39,0.051,7.15,2.96,120.0,1
10.4,0.49,0.81,0.046,6.86,3.62,130.0,0
8.9,0.3,0.46,0.055999999999999994,7.8,3.14,159.5,1
11.8,0.34,0.9,0.045,5.97,3.38,74.0,1
9.0,0.29,0.38,0.054000000000000006,8.1,3.16,112.0,0
13.6,0.3,0.4,0.028999999999999998,5.7,3.31,68.0,1
10.4,0.29,0.58,0.052000000000000005,7.08,3.02,98.0,0
11.8,0.35,0.53,0.04,6.7,2.98,113.0,0
9.2,0.05,0.35,0.038,6.09,3.36,19.0,0
12.7,0.31,0.37,0.03,7.22,3.16,95.0,1
10.7,0.18,0.51,0.032,6.93,3.23,106.0,0
10.5,0.3,0.42,0.055999999999999994,7.13,3.47,91.0,0
11.5,0.27,0.71,0.035,6.46,3.4,84.0,1
8.9,0.3,0.46,0.055999999999999994,7.8,3.14,159.5,1
10.2,0.44,0.62,0.046,8.459999999999999,3.14,62.0,0
9.5,0.28,0.43,0.055999999999999994,6.05,3.42,130.0,0
11.2,0.41,0.66,0.048,7.86,3.24,113.0,1
11.2,0.24,0.43,0.037000000000000005,6.59,3.23,93.0,1
8.8,0.15,0.46,0.053,6.26,3.08,89.0,0
10.5,0.29,0.56,0.052000000000000005,6.680000000000001,3.48,93.0,1
9.7,0.32,0.54,0.038,6.74,3.45,155.0,1
12.1,0.35,0.41,0.042,8.14,3.11,159.0,0
11.1,0.28,0.43,0.042,6.5600000000000005,3.31,60.0,0
12.2,0.27,0.42,0.038,7.340000000000001,3.2,133.0,0
10.5,0.27,0.51,0.046,6.27,3.41,81.0,1
11.4,0.3,0.42,0.027999999999999997,7.35,3.4,60.0,1
9.2,0.49,0.43,0.046,6.67,3.24,153.0,0
11.3,0.33,0.5,0.026000000000000002,6.24,3.13,54.0,1
11.7,0.32,0.33,0.045,7.36,3.09,94.0,1
11.4,0.36,0.36,0.034,8.865,2.95,65.0,1
9.5,0.31,0.53,0.061,6.95,3.16,187.5,0
8.7,0.3,0.44,0.055999999999999994,7.5600000000000005,2.9,135.0,1
9.5,0.47,0.64,0.039,9.71,2.9,102.0,0
10.8,0.27,0.62,0.08900000000000001,6.18,3.49,103.0,0
10.5,0.28,0.56,0.05,7.71,3.31,104.0,0
12.0,0.27,0.33,0.031,8.75,3.01,61.0,0
11.5,0.43,0.55,0.022000000000000002,7.66,3.13,103.0,0
12.6,0.15,0.59,0.028999999999999998,7.57,3.3,60.0,1
9.2,0.36,0.54,0.052000000000000005,7.02,3.04,89.0,0
12.5,0.22,0.38,0.027000000000000003,5.43,3.51,71.0,1
9.2,0.47,0.88,0.071,7.17,2.98,92.0,0
11.0,0.32,0.68,0.044000000000000004,6.8,3.37,56.0,1
12.4,0.36,0.39,0.027999999999999997,7.680000000000001,2.99,63.0,1
11.1,0.27,0.39,0.08,7.43,3.23,138.0,1
10.7,0.14,0.33,0.046,7.92,3.22,77.0,0
10.0,0.32,0.57,0.037000000000000005,7.31,3.2,113.0,1
9.0,0.27,0.41,0.11,7.01,3.08,83.0,0
9.0,0.43,0.55,0.045,7.6000000000000005,3.19,126.0,1
9.4,0.21,0.39,0.044000000000000004,7.12,3.17,53.0,0
10.4,0.31,0.59,0.053,7.3,3.31,179.0,0
8.9,0.2,0.46,0.044000000000000004,5.92,3.22,72.0,0
12.8,0.29,0.65,0.025,7.32,3.15,89.0,1
11.6,0.28,0.37,0.042,6.52,3.14,64.0,1
10.0,0.16,0.47,0.038,7.09,3.15,112.0,0
11.7,0.33,0.44,0.033,6.1,3.2,91.0,0
11.3,0.3,0.56,0.042,7.54,3.05,73.0,1
12.9,0.32,0.65,0.032,7.05,3.13,84.0,1
8.9,0.49,0.47,0.052000000000000005,6.35,3.16,159.0,0
11.2,0.29,0.58,0.033,7.050000000000001,3.1,68.0,1
8.9,0.42,0.42,0.066,7.640000000000001,2.89,150.0,0
12.6,0.31,0.62,0.03,6.76,3.22,56.0,1
12.0,0.34,0.68,0.037000000000000005,6.76,3.01,74.0,0
12.4,0.34,0.38,0.032,7.130000000000001,3.14,97.0,1
12.9,0.54,0.34,0.035,5.29,3.27,101.0,1
11.0,0.26,0.42,0.049,6.2,3.15,71.0,0
9.7,0.34,0.45,0.037000000000000005,9.110000000000001,3.1,117.0,0
9.2,0.25,0.43,0.039,5.239999999999999,3.22,74.0,0
